Feature,Value,Model,Subject,Sensor
wrist_acc_time,0.5380344312700506,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_med,0.1443684970622885,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_med,0.10256513368131547,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_perc25,0.052268078644287,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_mad,0.04195189832521304,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_perc25,0.02109661079028787,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_min,0.01473354715183413,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_mad,0.011675100179290705,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_perc75,0.010587198769019923,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_min,0.007676331298894402,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_mean,0.007258169521113601,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_std,0.007191957703810425,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_mean,0.006613603715087699,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_std,0.006421712323663486,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_perc75,0.005671023381762693,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_rms,0.005262971225885971,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_rms,0.005003185400930048,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_length,0.004108040828431498,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_max,0.003927847749984832,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_max,0.0035846609768483205,"RandomForestRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_time,0.6847436011902935,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_jerk_med,0.24324335855491622,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_acc_med,0.01596080606658978,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_jerk_max,0.010708416523532814,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_acc_perc25,0.009523062506614347,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_jerk_perc25,0.009014340733459723,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_jerk_perc75,0.00729843753688525,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_acc_mean,0.005739289250051071,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_acc_perc75,0.004660655283539283,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_acc_length,0.003568176540327804,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_acc_rms,0.0029194171693591106,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_jerk_rms,0.000981720529613881,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_jerk_mad,0.0008457899947443644,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_acc_min,0.0007929281200728451,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_acc_max,0.0,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_acc_std,0.0,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_jerk_mean,0.0,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_jerk_std,0.0,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_jerk_min,0.0,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_acc_mad,0.0,DecisionTreeRegressor(random_state=6656),2,wrist
wrist_acc_time,0.46810317243396427,AdaBoostRegressor(random_state=6656),2,wrist
wrist_acc_med,0.23126742548830506,AdaBoostRegressor(random_state=6656),2,wrist
wrist_jerk_med,0.09891065957654391,AdaBoostRegressor(random_state=6656),2,wrist
wrist_jerk_mad,0.05316638519881524,AdaBoostRegressor(random_state=6656),2,wrist
wrist_jerk_perc25,0.024356645594444237,AdaBoostRegressor(random_state=6656),2,wrist
wrist_acc_perc25,0.019541732561012364,AdaBoostRegressor(random_state=6656),2,wrist
wrist_jerk_perc75,0.01854498330316842,AdaBoostRegressor(random_state=6656),2,wrist
wrist_jerk_mean,0.014760776413637863,AdaBoostRegressor(random_state=6656),2,wrist
wrist_acc_mean,0.012375692355709155,AdaBoostRegressor(random_state=6656),2,wrist
wrist_acc_mad,0.010580981422924116,AdaBoostRegressor(random_state=6656),2,wrist
wrist_acc_std,0.010489257367199538,AdaBoostRegressor(random_state=6656),2,wrist
wrist_acc_perc75,0.010133427441438973,AdaBoostRegressor(random_state=6656),2,wrist
wrist_jerk_rms,0.008582057825880202,AdaBoostRegressor(random_state=6656),2,wrist
wrist_acc_min,0.005312106929528358,AdaBoostRegressor(random_state=6656),2,wrist
wrist_jerk_min,0.0044035669522287015,AdaBoostRegressor(random_state=6656),2,wrist
wrist_jerk_max,0.0040970962169148955,AdaBoostRegressor(random_state=6656),2,wrist
wrist_jerk_std,0.00399313584893443,AdaBoostRegressor(random_state=6656),2,wrist
wrist_acc_max,0.0007770061206776867,AdaBoostRegressor(random_state=6656),2,wrist
wrist_acc_length,0.000603890948672533,AdaBoostRegressor(random_state=6656),2,wrist
wrist_acc_rms,0.0,AdaBoostRegressor(random_state=6656),2,wrist
wrist_acc_time,148,LGBMRegressor(random_state=6656),2,wrist
wrist_acc_min,39,LGBMRegressor(random_state=6656),2,wrist
wrist_acc_med,38,LGBMRegressor(random_state=6656),2,wrist
wrist_acc_perc75,36,LGBMRegressor(random_state=6656),2,wrist
wrist_acc_perc25,35,LGBMRegressor(random_state=6656),2,wrist
wrist_jerk_perc25,35,LGBMRegressor(random_state=6656),2,wrist
wrist_jerk_med,29,LGBMRegressor(random_state=6656),2,wrist
wrist_jerk_max,26,LGBMRegressor(random_state=6656),2,wrist
wrist_acc_mad,21,LGBMRegressor(random_state=6656),2,wrist
wrist_acc_std,21,LGBMRegressor(random_state=6656),2,wrist
wrist_jerk_min,21,LGBMRegressor(random_state=6656),2,wrist
wrist_jerk_mad,19,LGBMRegressor(random_state=6656),2,wrist
wrist_jerk_perc75,19,LGBMRegressor(random_state=6656),2,wrist
wrist_acc_max,18,LGBMRegressor(random_state=6656),2,wrist
wrist_acc_mean,17,LGBMRegressor(random_state=6656),2,wrist
wrist_acc_length,17,LGBMRegressor(random_state=6656),2,wrist
wrist_jerk_mean,10,LGBMRegressor(random_state=6656),2,wrist
wrist_jerk_rms,8,LGBMRegressor(random_state=6656),2,wrist
wrist_jerk_std,7,LGBMRegressor(random_state=6656),2,wrist
wrist_acc_rms,5,LGBMRegressor(random_state=6656),2,wrist
wrist_acc_time,0.3459809874506171,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_med,0.08497017495424368,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_perc25,0.07159241499113272,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_med,0.06238613009431924,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_perc25,0.05811063687049395,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_mad,0.04614762434298333,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_length,0.041518283843070734,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_mean,0.04009948266432171,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_std,0.031338638951633496,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_rms,0.030122293413002724,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_perc75,0.02355728730666853,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_rms,0.02164569147828889,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_perc75,0.020342747676294695,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_min,0.019402548354336992,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_mad,0.01939937802475961,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_std,0.019099219680316575,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_max,0.01678629784662286,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_mean,0.016692436841202942,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_max,0.015974668090164613,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_jerk_min,0.014833057125525639,"ExtraTreesRegressor(n_jobs=-1, random_state=6656)",2,wrist
wrist_acc_mean,704.7050040718211,LinearRegression(n_jobs=-1),2,wrist
wrist_acc_rms,477.25998671882985,LinearRegression(n_jobs=-1),2,wrist
wrist_acc_mad,123.90665123424739,LinearRegression(n_jobs=-1),2,wrist
wrist_acc_med,60.831659038623286,LinearRegression(n_jobs=-1),2,wrist
wrist_acc_std,52.32079501281189,LinearRegression(n_jobs=-1),2,wrist
wrist_jerk_rms,37.74738631728732,LinearRegression(n_jobs=-1),2,wrist
wrist_jerk_std,33.65951726116841,LinearRegression(n_jobs=-1),2,wrist
wrist_acc_perc25,22.573785758430525,LinearRegression(n_jobs=-1),2,wrist
wrist_jerk_mean,12.301430462478974,LinearRegression(n_jobs=-1),2,wrist
wrist_acc_perc75,6.536840933258185,LinearRegression(n_jobs=-1),2,wrist
wrist_jerk_perc25,3.681199351598986,LinearRegression(n_jobs=-1),2,wrist
wrist_jerk_perc75,2.5371704454052795,LinearRegression(n_jobs=-1),2,wrist
wrist_acc_max,2.1437209653984723,LinearRegression(n_jobs=-1),2,wrist
wrist_acc_min,1.7023087181376702,LinearRegression(n_jobs=-1),2,wrist
wrist_jerk_med,1.5823096239869987,LinearRegression(n_jobs=-1),2,wrist
wrist_jerk_min,1.2126327900404865,LinearRegression(n_jobs=-1),2,wrist
wrist_jerk_mad,0.9388543020797393,LinearRegression(n_jobs=-1),2,wrist
wrist_jerk_max,0.0925536195396481,LinearRegression(n_jobs=-1),2,wrist
wrist_acc_length,0.0020927975518677698,LinearRegression(n_jobs=-1),2,wrist
wrist_acc_time,2.50998970997373e-07,LinearRegression(n_jobs=-1),2,wrist
wrist_jerk_mean,1.8080944515628674,Ridge(random_state=6656),2,wrist
wrist_jerk_std,1.7475582551316526,Ridge(random_state=6656),2,wrist
wrist_jerk_perc75,1.3997104606201518,Ridge(random_state=6656),2,wrist
wrist_jerk_med,1.3002836637563413,Ridge(random_state=6656),2,wrist
wrist_acc_perc75,1.1025111568033332,Ridge(random_state=6656),2,wrist
wrist_acc_max,1.0576956124477956,Ridge(random_state=6656),2,wrist
wrist_acc_mad,0.9198170023594853,Ridge(random_state=6656),2,wrist
wrist_jerk_perc25,0.8576580366030389,Ridge(random_state=6656),2,wrist
wrist_acc_std,0.826685894243225,Ridge(random_state=6656),2,wrist
wrist_acc_perc25,0.7215766728600497,Ridge(random_state=6656),2,wrist
wrist_jerk_rms,0.5594813678739435,Ridge(random_state=6656),2,wrist
wrist_acc_rms,0.40831449637045897,Ridge(random_state=6656),2,wrist
wrist_jerk_mad,0.3634022411062945,Ridge(random_state=6656),2,wrist
wrist_acc_mean,0.23415886496747848,Ridge(random_state=6656),2,wrist
wrist_acc_min,0.17350353380636022,Ridge(random_state=6656),2,wrist
wrist_jerk_min,0.10114762030783235,Ridge(random_state=6656),2,wrist
wrist_acc_med,0.07799817117361181,Ridge(random_state=6656),2,wrist
wrist_jerk_max,0.04764605048446905,Ridge(random_state=6656),2,wrist
wrist_acc_length,0.0005598187263790296,Ridge(random_state=6656),2,wrist
wrist_acc_time,3.156972312172244e-07,Ridge(random_state=6656),2,wrist
wrist_acc_length,0.0007825388983628528,OrthogonalMatchingPursuit(),2,wrist
wrist_acc_time,1.5407000033756537e-07,OrthogonalMatchingPursuit(),2,wrist
wrist_jerk_perc25,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_jerk_med,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_jerk_max,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_jerk_min,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_jerk_std,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_jerk_mad,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_jerk_rms,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_jerk_mean,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_acc_perc75,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_acc_perc25,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_acc_med,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_acc_max,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_acc_min,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_acc_std,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_acc_mad,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_acc_rms,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_acc_mean,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_jerk_perc75,0.0,OrthogonalMatchingPursuit(),2,wrist
wrist_acc_length,0.0007715082024007176,BayesianRidge(),2,wrist
wrist_jerk_max,5.914380102597316e-05,BayesianRidge(),2,wrist
wrist_jerk_med,8.939675425924981e-06,BayesianRidge(),2,wrist
wrist_jerk_std,7.461413213869231e-06,BayesianRidge(),2,wrist
wrist_jerk_perc25,5.495774143036416e-06,BayesianRidge(),2,wrist
wrist_jerk_mad,4.9444085295888975e-06,BayesianRidge(),2,wrist
wrist_acc_max,4.7037981434840415e-06,BayesianRidge(),2,wrist
wrist_jerk_rms,3.624855352502993e-06,BayesianRidge(),2,wrist
wrist_jerk_mean,2.357441055082879e-06,BayesianRidge(),2,wrist
wrist_jerk_perc75,7.501032745665647e-07,BayesianRidge(),2,wrist
wrist_acc_std,5.911890462947621e-07,BayesianRidge(),2,wrist
wrist_acc_min,5.872539057541086e-07,BayesianRidge(),2,wrist
wrist_acc_mad,3.550810987783369e-07,BayesianRidge(),2,wrist
wrist_acc_rms,2.5023044143973233e-07,BayesianRidge(),2,wrist
wrist_acc_perc75,2.227270664235936e-07,BayesianRidge(),2,wrist
wrist_jerk_min,1.8272652613474824e-07,BayesianRidge(),2,wrist
wrist_acc_time,1.5361515985287299e-07,BayesianRidge(),2,wrist
wrist_acc_mean,9.670337990457485e-08,BayesianRidge(),2,wrist
wrist_acc_med,8.796716782731277e-08,BayesianRidge(),2,wrist
wrist_acc_perc25,2.795994743897042e-08,BayesianRidge(),2,wrist
wrist_jerk_max,0.0014707543202979892,Lasso(random_state=6656),2,wrist
wrist_acc_length,0.0007771345379464431,Lasso(random_state=6656),2,wrist
wrist_acc_time,1.5102304012187806e-07,Lasso(random_state=6656),2,wrist
wrist_jerk_perc25,0.0,Lasso(random_state=6656),2,wrist
wrist_jerk_med,0.0,Lasso(random_state=6656),2,wrist
wrist_jerk_min,0.0,Lasso(random_state=6656),2,wrist
wrist_jerk_std,0.0,Lasso(random_state=6656),2,wrist
wrist_jerk_mad,0.0,Lasso(random_state=6656),2,wrist
wrist_jerk_rms,0.0,Lasso(random_state=6656),2,wrist
wrist_jerk_mean,0.0,Lasso(random_state=6656),2,wrist
wrist_acc_perc75,0.0,Lasso(random_state=6656),2,wrist
wrist_acc_perc25,0.0,Lasso(random_state=6656),2,wrist
wrist_acc_med,0.0,Lasso(random_state=6656),2,wrist
wrist_acc_max,0.0,Lasso(random_state=6656),2,wrist
wrist_acc_min,0.0,Lasso(random_state=6656),2,wrist
wrist_acc_std,0.0,Lasso(random_state=6656),2,wrist
wrist_acc_mad,0.0,Lasso(random_state=6656),2,wrist
wrist_acc_rms,0.0,Lasso(random_state=6656),2,wrist
wrist_acc_mean,0.0,Lasso(random_state=6656),2,wrist
wrist_jerk_perc75,0.0,Lasso(random_state=6656),2,wrist
wrist_jerk_max,0.001470754153251596,LassoLars(random_state=6656),2,wrist
wrist_acc_length,0.0007771345394534476,LassoLars(random_state=6656),2,wrist
wrist_acc_time,1.5102304116588971e-07,LassoLars(random_state=6656),2,wrist
wrist_jerk_perc25,0.0,LassoLars(random_state=6656),2,wrist
wrist_jerk_med,0.0,LassoLars(random_state=6656),2,wrist
wrist_jerk_min,0.0,LassoLars(random_state=6656),2,wrist
wrist_jerk_std,0.0,LassoLars(random_state=6656),2,wrist
wrist_jerk_mad,0.0,LassoLars(random_state=6656),2,wrist
wrist_jerk_rms,0.0,LassoLars(random_state=6656),2,wrist
wrist_jerk_mean,0.0,LassoLars(random_state=6656),2,wrist
wrist_acc_perc75,0.0,LassoLars(random_state=6656),2,wrist
wrist_acc_perc25,0.0,LassoLars(random_state=6656),2,wrist
wrist_acc_med,0.0,LassoLars(random_state=6656),2,wrist
wrist_acc_max,0.0,LassoLars(random_state=6656),2,wrist
wrist_acc_min,0.0,LassoLars(random_state=6656),2,wrist
wrist_acc_std,0.0,LassoLars(random_state=6656),2,wrist
wrist_acc_mad,0.0,LassoLars(random_state=6656),2,wrist
wrist_acc_rms,0.0,LassoLars(random_state=6656),2,wrist
wrist_acc_mean,0.0,LassoLars(random_state=6656),2,wrist
wrist_jerk_perc75,0.0,LassoLars(random_state=6656),2,wrist
wrist_jerk_max,0.006704182465812872,ElasticNet(random_state=6656),2,wrist
wrist_acc_length,0.000760763394719862,ElasticNet(random_state=6656),2,wrist
wrist_acc_time,1.4027000951633684e-07,ElasticNet(random_state=6656),2,wrist
wrist_jerk_perc25,0.0,ElasticNet(random_state=6656),2,wrist
wrist_jerk_med,0.0,ElasticNet(random_state=6656),2,wrist
wrist_jerk_min,0.0,ElasticNet(random_state=6656),2,wrist
wrist_jerk_std,0.0,ElasticNet(random_state=6656),2,wrist
wrist_jerk_mad,0.0,ElasticNet(random_state=6656),2,wrist
wrist_jerk_rms,0.0,ElasticNet(random_state=6656),2,wrist
wrist_jerk_mean,0.0,ElasticNet(random_state=6656),2,wrist
wrist_acc_perc75,0.0,ElasticNet(random_state=6656),2,wrist
wrist_acc_perc25,0.0,ElasticNet(random_state=6656),2,wrist
wrist_acc_med,0.0,ElasticNet(random_state=6656),2,wrist
wrist_acc_max,0.0,ElasticNet(random_state=6656),2,wrist
wrist_acc_min,0.0,ElasticNet(random_state=6656),2,wrist
wrist_acc_std,0.0,ElasticNet(random_state=6656),2,wrist
wrist_acc_mad,0.0,ElasticNet(random_state=6656),2,wrist
wrist_acc_rms,0.0,ElasticNet(random_state=6656),2,wrist
wrist_acc_mean,0.0,ElasticNet(random_state=6656),2,wrist
wrist_jerk_perc75,0.0,ElasticNet(random_state=6656),2,wrist
wrist_acc_length,0.0007604833140293997,HuberRegressor(),2,wrist
wrist_jerk_max,4.266651817394681e-06,HuberRegressor(),2,wrist
wrist_jerk_perc75,9.735561049521928e-07,HuberRegressor(),2,wrist
wrist_jerk_rms,8.415941471275322e-07,HuberRegressor(),2,wrist
wrist_jerk_med,8.004593908035872e-07,HuberRegressor(),2,wrist
wrist_jerk_mean,7.685722661359959e-07,HuberRegressor(),2,wrist
wrist_jerk_std,4.421432212499382e-07,HuberRegressor(),2,wrist
wrist_jerk_perc25,3.9689937424261027e-07,HuberRegressor(),2,wrist
wrist_jerk_mad,3.2714334869251653e-07,HuberRegressor(),2,wrist
wrist_acc_max,1.1474312416179177e-07,HuberRegressor(),2,wrist
wrist_acc_min,3.5876237592511063e-08,HuberRegressor(),2,wrist
wrist_acc_std,3.1487383245770794e-08,HuberRegressor(),2,wrist
wrist_acc_perc75,2.805786104629637e-08,HuberRegressor(),2,wrist
wrist_acc_mad,2.5043726989198955e-08,HuberRegressor(),2,wrist
wrist_acc_perc25,1.8131336431760953e-08,HuberRegressor(),2,wrist
wrist_acc_rms,1.4985950087838557e-08,HuberRegressor(),2,wrist
wrist_jerk_min,1.2471188823230565e-08,HuberRegressor(),2,wrist
wrist_acc_mean,7.071017399556769e-09,HuberRegressor(),2,wrist
wrist_acc_med,4.657017729547303e-09,HuberRegressor(),2,wrist
wrist_acc_time,3.4610462999074122e-09,HuberRegressor(),2,wrist
error,0,DummyRegressor(),2,wrist
wrist_acc_time,6.105783465320842e-11,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_acc_length,7.792508960009925e-13,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_jerk_max,5.55022842616577e-15,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_jerk_perc75,1.0090403444127387e-15,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_jerk_rms,9.934605246610551e-16,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_jerk_mean,8.354649138581046e-16,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_jerk_med,8.154275768983129e-16,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_jerk_std,5.900001166684161e-16,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_jerk_mad,4.174761777674858e-16,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_jerk_perc25,3.756960283363041e-16,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_acc_max,1.7157688757146835e-16,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_acc_std,3.8325711548682535e-17,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_acc_min,3.650027007602453e-17,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_acc_perc75,2.9978611551019275e-17,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_acc_mad,2.7789660579772444e-17,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_acc_rms,1.82933095080065e-17,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_acc_perc25,1.7010081558963954e-17,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_jerk_min,1.065749205186425e-17,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_acc_mean,8.307919183935562e-18,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_acc_med,5.28239509004911e-18,PassiveAggressiveRegressor(random_state=6656),2,wrist
wrist_acc_mean,703263.5069033417,Lars(random_state=6656),2,wrist
wrist_acc_rms,639851.6068081969,Lars(random_state=6656),2,wrist
